epoch,train_loss,train_acc,val_loss,val_acc
1,11.438809993531969,0.49027777777777776,0.7083819535043504,0.7277777777777777
2,0.3940741181373596,0.8638888888888889,0.27763321399688723,0.9055555555555556
3,0.19382108391986952,0.9409722222222222,0.17276126113202836,0.95
4,0.08229389641847876,0.9729166666666667,0.14912690023581188,0.9333333333333333
5,0.05722931425811516,0.9819444444444444,0.23900780479113262,0.9277777777777778
6,0.037227149799259174,0.9888888888888889,0.14846350484424167,0.9444444444444444
7,0.02574766065614919,0.9923611111111111,0.14824659956826103,0.9388888888888889
8,0.010483171480397383,0.9993055555555556,0.1987975259621938,0.9388888888888889
9,0.008784588445754101,0.9993055555555556,0.1591546780533261,0.95
10,0.002169832265159736,1.0,0.15859975549909805,0.9444444444444444
11,0.0013569779648807728,1.0,0.170722985929913,0.9444444444444444
12,0.0010095710914659625,1.0,0.1863383260038164,0.9444444444444444
13,0.0007000983408134844,1.0,0.17699166271421646,0.9388888888888889
14,0.0005633203776799039,1.0,0.18621498545010884,0.9444444444444444
15,0.0004733457766835474,1.0,0.18542284501923456,0.9444444444444444
16,0.00040721387291948,1.0,0.1797833651304245,0.9388888888888889
17,0.00034930248326014003,1.0,0.18796598116556804,0.9444444444444444
18,0.00030448941510662227,1.0,0.19012048641840618,0.9444444444444444
19,0.00027628099228928075,1.0,0.18814974692132738,0.9444444444444444
20,0.00023744463833281771,1.0,0.20144483910666572,0.9444444444444444
21,0.00021588680538116024,1.0,0.19840662810537552,0.95
22,0.00019266233405990836,1.0,0.20016502141952514,0.9444444444444444
23,0.00017065427455236203,1.0,0.20126808749304878,0.9444444444444444
24,0.00015419596380120815,1.0,0.19537938568327162,0.9444444444444444
25,0.00014347263333749853,1.0,0.20699194537268745,0.95
