epoch,train_loss,train_acc,val_loss,val_acc
1,2.7274345878006043,0.7907818768959781,0.2617197243865804,0.9216914643696162
2,0.17194719030856737,0.9467658283589392,0.17887395400971104,0.9506656225528582
3,0.1310729461638504,0.9572365202074568,0.13291072645337673,0.966327329678935
4,0.08066291434227202,0.9727957725804873,0.16761874648492225,0.9514487079091621
5,0.05321405989675037,0.981798610431549,0.1457357417089032,0.9655442443226312
6,0.05854440807868956,0.9808200410999119,0.14449483142347427,0.9718089271730619
7,0.055504899224836375,0.9826793228300225,0.16775159811135745,0.9655442443226312
8,0.03067333015689653,0.990410020549956,0.14729374289635158,0.9725920125293657
9,0.07424077220515914,0.9748507681769253,0.16329500983055673,0.9678935003915426
10,0.048346909203439065,0.9840493198943145,0.1685215558998211,0.9694596711041503
11,0.03142708268039748,0.9895293081514825,0.16054741328636135,0.9639780736100235
12,0.015053288955077624,0.9947157256091594,0.15823220889298822,0.980422866092404
13,0.015151421364456985,0.9949114394754869,0.16452841932492254,0.9780736100234926
14,0.007821576754450835,0.9977492905372346,0.14889751786769775,0.9812059514487079
15,0.011166041581604995,0.9968685781387612,0.186609103925637,0.971025841816758
16,0.03554128980342112,0.9900185928173011,0.26173726000772757,0.9420516836335161
17,0.03371997976147995,0.9899207358841374,0.17079980421327084,0.9686765857478465
18,0.030999681839234183,0.991095019082102,0.19024889782417898,0.9780736100234926
19,0.02739048810902362,0.9919757314805754,0.19584825193872654,0.9686765857478465
20,0.020449104044843572,0.994520011742832,0.23663712315226357,0.9702427564604542
21,0.014749121483778597,0.9966728642724337,0.17750932923871834,0.975724353954581
22,0.01961803047017309,0.9950092964086505,0.25809035510023126,0.9592795614722005
23,0.008894842904331278,0.9973578628045797,0.1749722328337497,0.9749412685982772
24,0.001384167543139851,0.9998042861336726,0.17002361806907407,0.980422866092404
25,0.00011182852234237424,1.0,0.1679296241920024,0.9843382928739233
